city,year,people,air_general_level,net_salary,avg_age,ilm,birth,crimes,criminals,death,pens,preschool_child,length_of_roads,energy_consumption,migration_net,housing_stock,wage,workers,poverty_level,housing_price
Ижевск,2023,620591.0,3.0,48627.0,39.92,10333.0,10.0,11708.0,4327.0,10.7,189.3,47.4,479.0,203.6,-30.0,25.05,41264.6,177.5,8.7,85406.37
Ижевск,2024,620591.0,3.0,52595.0,40.25,10333.0,10.0,11708.0,4327.0,10.7,189.3,47.4,525.0,180.1,-30.0,25.61,41264.6,177.5,6.9,98688.24
Инза,2019,129993.0,1.0,37615.0,39.74,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,300.7,209.2,81.0,26.1,40126.3,84.1,15.5,39737.28
Инза,2020,129993.0,1.0,37615.0,39.74,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,349.4,198.9,81.0,26.1,40126.3,84.1,15.0,54271.44
Инза,2021,129993.0,3.0,37615.0,39.74,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,495.7,172.8,81.0,26.1,40126.3,84.1,13.8,65540.73
Инза,2022,129993.0,3.0,37615.0,39.74,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,158.7,206.0,81.0,26.1,40126.3,84.1,12.4,75712.85
Иркутск,2015,620099.0,3.0,35226.0,37.24,10534.0,16.3,15937.0,5699.0,11.8,168.1,40.8,435.5,234.9,477.0,23.8,40959.9,191.5,17.6,43474.8
Иркутск,2016,623424.0,3.0,37716.0,37.32,10673.0,16.0,13916.0,5509.0,11.2,170.5,40.7,517.0,198.8,-2685.0,25.1,43855.9,188.1,17.6,45380.5
Иркутск,2017,623736.0,4.0,40403.0,37.42,10506.0,14.6,13475.0,5400.0,10.8,172.6,41600.0,499.3,220.0,-2217.0,25.5,46980.0,184.7,17.6,48424.75
Иркутск,2018,623869.0,4.0,44490.0,37.56,10796.0,13.9,13475.0,5400.0,10.8,174.1,42533.0,439.4,235.4,-2313.0,26.0,51732.5,186.2,17.6,65095.98
Иркутск,2019,623479.0,4.0,47915.0,37.71,11940.0,12.0,13475.0,5400.0,10.8,173.6,42342.0,461.1,206.9,-696.0,26.2,55714.6,185.3,17.9,56780.88
Иркутск,2020,623562.0,3.0,51688.0,37.88,12383.0,12.0,13475.0,5400.0,10.8,173.6,42342.0,506.6,248.8,-2481.0,26.98,55714.6,185.3,17.6,79891.98
Иркутск,2021,617515.0,3.0,55884.0,38.02,12383.0,12.0,13475.0,5400.0,10.8,173.6,42342.0,412.6,194.2,2003.0,26.96,55714.6,185.3,16.4,84049.59
Иркутск,2022,617249.0,3.0,60420.0,38.05,12383.0,12.0,13475.0,5400.0,10.8,173.6,42342.0,489.7,228.1,-5224.0,27.38,55714.6,185.3,13.9,96437.94
Иркутск,2023,611215.0,3.0,65325.0,38.64,12383.0,12.0,13475.0,5400.0,10.8,173.6,42342.0,508.0,181.8,-4009.0,27.82,55714.6,185.3,13.2,114211.15
Иркутск,2024,611215.0,3.0,70628.0,38.9,12383.0,12.0,13475.0,5400.0,10.8,173.6,42342.0,539.5,191.5,-4009.0,28.11,55714.6,185.3,11.5,129077.15
Искитим,2015,58757.0,2.0,37615.0,39.27,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,213.2,179.8,81.0,23.9,40126.3,84.1,14.1,47803.35
Искитим,2016,57858.0,2.0,37615.0,39.3,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,593.5,181.8,81.0,24.5,40126.3,84.1,14.1,47326.86
Искитим,2017,57476.0,3.0,37615.0,39.33,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,311.1,190.3,81.0,24.9,40126.3,84.1,14.1,53372.12
Искитим,2018,57100.0,4.0,37615.0,39.43,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,357.7,188.4,81.0,25.3,40126.3,84.1,14.1,54561.62
Искитим,2019,56800.0,3.0,37615.0,39.56,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,364.9,203.3,81.0,25.9,40126.3,84.1,13.9,53515.0
Искитим,2020,56400.0,2.0,37615.0,39.74,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,522.3,186.6,81.0,26.62,40126.3,84.1,13.8,66902.1
Искитим,2021,56000.0,2.0,37615.0,39.86,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,596.9,162.3,81.0,27.38,40126.3,84.1,12.9,91817.21
Искитим,2022,55500.0,3.0,37615.0,39.92,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,269.3,186.9,81.0,28.06,40126.3,84.1,10.2,102688.67
Казань,2015,1205651.0,1.0,29877.0,38.97,8083.0,16.8,22172.0,6410.0,11.0,335.4,66.3,538.5,165.6,4280.0,23.7,34741.0,351.7,7.1,48301.49
Казань,2016,1216965.0,1.0,32472.0,39.04,8532.0,17.4,20755.0,6601.0,10.7,339.5,69.6,504.0,185.1,6637.0,24.0,37757.6,347.5,7.1,53931.54
Казань,2017,1231878.0,2.0,35278.0,39.11,8848.0,15.2,20104.0,6854.0,10.2,343.5,71.4,503.9,203.6,5502.0,24.2,41020.8,338.4,7.1,49526.51
Казань,2018,1243500.0,2.0,38589.0,39.26,9066.0,14.1,20104.0,6854.0,10.2,348.0,74.6,480.7,177.6,3640.0,24.6,44871.5,340.2,7.1,59074.47
Казань,2019,1251969.0,2.0,40560.0,39.42,9769.0,12.6,20104.0,6854.0,9.7,347.3,79.3,539.9,189.5,1822.0,25.0,47162.5,338.7,7.1,55907.78
Казань,2020,1257391.0,2.0,44455.0,39.62,9841.0,12.6,20104.0,6854.0,9.7,347.3,79.3,536.9,183.7,1067.0,25.56,47162.5,338.7,6.8,80132.24
Казань,2021,1257391.0,3.0,48081.0,39.74,9841.0,12.6,20104.0,6854.0,9.7,347.3,79.3,365.3,208.5,4247.0,26.21,47162.5,338.7,6.4,103299.51
Казань,2022,1308660.0,3.0,52002.0,39.8,9841.0,12.6,20104.0,6854.0,9.7,347.3,79.3,254.4,202.6,4576.0,26.72,47162.5,338.7,5.0,121585.93
Казань,2023,1313632.0,3.0,56243.0,40.25,9841.0,12.6,20104.0,6854.0,9.7,347.3,79.3,438.8,180.3,2679.0,27.44,47162.5,338.7,4.6,146476.19
Казань,2024,1318604.0,3.0,60830.0,40.54,9841.0,12.6,20104.0,6854.0,9.7,347.3,79.3,461.3,218.6,2679.0,27.97,47162.5,338.7,3.8,156085.98
Калининград,2015,453461.0,2.0,29362.0,39.57,10171.0,13.3,9060.0,2509.0,13.4,129.5,24.6,220.4,185.6,6150.0,27.4,34142.0,126.3,13.6,46027.41
Калининград,2016,459560.0,2.0,30974.0,39.68,10627.0,13.1,6707.0,2131.0,12.4,132.1,25.9,410.4,172.9,7391.0,28.1,36016.0,122.2,13.6,49106.12
Калининград,2017,467289.0,1.0,33270.0,39.8,10922.0,11.5,9777.0,1953.0,12.4,134.3,26.7,597.0,207.9,8167.0,28.6,38686.0,117.0,13.6,42537.79
Калининград,2018,475056.0,1.0,36507.0,39.94,11378.0,11.0,9777.0,1953.0,12.2,137.5,27.6,214.7,216.8,7955.0,28.5,42450.0,117.4,13.6,49364.37
Калининград,2019,482443.0,1.0,39202.0,40.12,12110.0,9.7,9777.0,1953.0,11.8,138.5,28.7,458.4,251.3,7939.0,29.1,45584.0,118.4,13.5,49380.57
Калининград,2020,489735.0,2.0,42076.0,40.33,12395.0,9.7,9777.0,1953.0,11.8,138.5,28.7,316.9,243.4,6098.0,32.11,45584.0,118.4,13.5,63278.03
Калининград,2021,490449.0,3.0,45319.0,40.52,12395.0,9.7,9777.0,1953.0,11.8,138.5,28.7,575.0,160.9,8560.0,31.46,45584.0,118.4,13.4,73162.78
Калининград,2022,493256.0,3.0,48811.0,40.62,12395.0,9.7,9777.0,1953.0,11.8,138.5,28.7,304.2,175.3,1384.0,32.05,45584.0,118.4,10.8,87017.66
Калуга,2015,341892.0,2.0,30373.0,41.32,10067.0,13.5,6538.0,2278.0,13.9,112.4,18.1,315.1,201.2,-798.0,24.3,35318.0,119.3,10.8,56785.14
Калуга,2016,344650.0,1.0,32093.0,41.41,10121.0,13.3,5388.0,1904.0,14.2,113.6,19.3,447.1,162.4,214.0,24.7,37317.2,116.6,10.8,56785.14
Калуга,2017,347031.0,1.0,34102.0,41.44,10387.0,12.4,5788.0,2078.0,13.8,117.1,18.9,350.2,177.2,-575.0,25.2,39653.2,114.1,10.8,56785.14
Калуга,2018,347031.0,2.0,38062.0,41.56,10770.0,11.6,5788.0,2078.0,14.6,116.7,19.5,296.4,189.6,-3101.0,25.4,44257.9,116.0,10.8,46466.11
Калуга,2019,341892.0,2.0,40484.0,41.69,11514.0,10.6,5788.0,2078.0,14.4,116.2,20.2,403.7,225.2,-3391.0,26.0,47073.9,116.9,10.7,44585.5
Калуга,2020,338970.0,2.0,43550.0,41.93,11580.0,10.6,5788.0,2078.0,14.4,116.2,20.2,179.3,221.3,2282.0,26.3,47073.9,116.9,10.2,47642.55
Калуга,2021,336673.0,3.0,46919.0,42.0,11580.0,10.6,5788.0,2078.0,14.4,116.2,20.2,254.4,177.4,7349.0,26.59,47073.9,116.9,9.4,58938.94
Калуга,2022,336673.0,3.0,50549.0,41.87,11580.0,10.6,5788.0,2078.0,14.4,116.2,20.2,581.0,182.2,-2554.0,27.28,47073.9,116.9,7.5,89570.29
Каменск-Уральский,2015,171484.0,3.0,26256.0,39.41,10770.0,13.4,4785.5,1966.5,15.7,93.85,10.2,437.0,158.3,-297.0,24.1,30529.8,54.0,9.5,59277.1
Каменск-Уральский,2016,171484.0,3.0,28049.0,39.44,10770.0,12.4,4785.5,1966.5,15.6,93.85,10.2,223.9,162.1,237.0,24.3,32614.8,52.6,9.5,55977.76
Каменск-Уральский,2017,171484.0,2.0,29847.0,39.5,10770.0,10.9,4785.5,1966.5,14.7,93.85,10.3,313.0,210.5,-288.0,24.7,34706.2,52.1,9.5,61573.990000000005
Каменск-Уральский,2018,171484.0,2.0,32148.0,39.62,10770.0,10.1,4785.5,1966.5,14.4,93.85,10.5,583.1,171.4,-912.0,25.0,37381.9,52.2,9.5,67170.22
Каменск-Уральский,2019,171484.0,3.0,34696.0,39.75,10770.0,9.5,4785.5,1966.5,14.8,93.85,10.5,545.3,194.0,-383.0,25.5,40344.7,51.9,8.9,60408.39
Каменск-Уральский,2020,171484.0,3.0,37009.0,39.92,10770.0,9.5,4785.5,1966.5,14.8,93.85,10.5,500.8,163.7,-501.0,26.07,40344.7,51.9,9.0,73925.56
Каменск-Уральский,2021,171484.0,3.0,39669.0,40.03,10770.0,9.5,4785.5,1966.5,14.8,93.85,10.5,520.8,202.4,342.0,26.79,40344.7,51.9,8.6,84198.41
Каменск-Уральский,2022,171484.0,2.0,42519.0,40.07,10770.0,9.5,4785.5,1966.5,14.8,93.85,10.5,298.6,166.8,-7.0,27.58,40344.7,51.9,8.1,102817.17
Кандалакша,2015,34263.0,1.0,37615.0,38.25,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,357.8,203.5,81.0,26.2,40126.3,84.1,9.4,48314.97
Кандалакша,2016,33607.0,1.0,37615.0,38.36,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,404.6,165.7,81.0,26.3,40126.3,84.1,9.4,48314.97
Кандалакша,2017,32994.0,1.0,37615.0,38.49,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,272.7,166.7,81.0,26.7,40126.3,84.1,9.4,48314.97
Кандалакша,2018,32400.0,1.0,37615.0,38.62,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,553.1,209.6,81.0,27.1,40126.3,84.1,9.4,48314.97
Кандалакша,2019,32000.0,1.0,37615.0,38.8,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,296.3,173.1,81.0,27.4,40126.3,84.1,9.9,48314.97
Кандалакша,2020,31500.0,1.0,37615.0,39.04,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,217.2,187.0,81.0,28.08,40126.3,84.1,9.4,48314.97
Кандалакша,2021,31000.0,1.0,37615.0,39.23,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,210.5,195.5,81.0,28.65,40126.3,84.1,8.6,48314.97
Кандалакша,2022,30500.0,1.0,37615.0,39.37,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,197.6,165.9,81.0,28.89,40126.3,84.1,7.0,48314.97
Канск,2015,92065.0,1.0,37615.0,38.0,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,464.5,209.3,81.0,23.6,40126.3,84.1,17.1,55976.87
Канск,2016,92065.0,1.0,37615.0,38.09,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,157.6,208.1,81.0,23.9,40126.3,84.1,17.1,47446.81
Канск,2017,92065.0,2.0,37615.0,38.18,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,348.4,195.1,81.0,24.1,40126.3,84.1,17.1,39337.24
Канск,2018,92065.0,2.0,37615.0,38.33,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,462.0,167.5,81.0,24.4,40126.3,84.1,17.1,54843.78
Канск,2019,92065.0,2.0,37615.0,38.51,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,404.5,196.0,81.0,24.8,40126.3,84.1,17.3,49226.7
Канск,2020,92065.0,4.0,37615.0,38.74,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,578.5,184.4,81.0,25.29,40126.3,84.1,17.0,64078.7
Канск,2021,92065.0,4.0,37615.0,38.91,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,257.8,206.8,81.0,25.63,40126.3,84.1,15.9,76014.02
Канск,2022,92065.0,4.0,37615.0,38.98,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,375.9,188.7,81.0,26.1,40126.3,84.1,14.0,85161.48
Кемерово,2015,549159.0,3.0,29658.0,39.0,9250.0,12.6,14428.0,5158.0,12.1,151.9,29.2,457.2,164.0,3615.0,23.4,34485.8,151.5,13.9,42520.5
Кемерово,2016,553076.0,3.0,31195.0,39.13,9419.0,12.4,13846.0,5387.0,12.1,154.3,29.9,418.3,201.1,3649.0,23.9,36272.7,144.6,13.9,39323.38
Кемерово,2017,556920.0,3.0,33813.0,39.28,9531.0,10.7,13538.0,5079.0,12.0,155.6,30.7,474.8,183.4,2798.0,24.2,39317.8,136.0,13.9,54183.07
Кемерово,2018,558973.0,3.0,38686.0,39.49,9643.0,10.1,13538.0,5079.0,12.5,156.8,31.3,503.9,223.1,998.0,24.6,44983.3,133.1,13.9,51746.15
Кемерово,2019,558662.0,3.0,42312.0,39.71,10342.0,9.0,13538.0,5079.0,12.2,155.8,31.3,462.9,182.5,-463.0,24.9,49200.2,134.1,13.6,40686.74
Кемерово,2020,556382.0,3.0,45973.0,39.96,10653.0,9.0,13538.0,5079.0,12.2,155.8,31.3,454.3,184.6,-378.0,25.39,49200.2,134.1,13.2,56675.6
Кемерово,2021,552546.0,3.0,50433.0,40.17,10653.0,9.0,13538.0,5079.0,12.2,155.8,31.3,432.5,194.9,-193.0,25.89,49200.2,134.1,12.5,92348.3
Кемерово,2022,548177.0,4.0,55326.0,40.32,10653.0,9.0,13538.0,5079.0,12.2,155.8,31.3,405.9,179.9,-4018.0,26.34,49200.2,134.1,10.8,100260.01
Кемерово,2023,549362.0,4.0,60693.0,40.57,10653.0,9.0,13538.0,5079.0,12.2,155.8,31.3,497.9,208.1,-2560.0,26.71,49200.2,134.1,9.8,108326.51
Кемерово,2024,549362.0,4.0,66581.0,40.92,10653.0,9.0,13538.0,5079.0,12.2,155.8,31.3,263.4,210.2,-2560.0,27.07,49200.2,134.1,8.0,120705.04
Керчь,2015,147690.0,1.0,19844.0,40.78,10776.0,9.4,2116.0,633.0,15.7,44.9,4.6,395.8,187.8,2201.0,14.4,23074.6,21.2,17.3,46684.88
Керчь,2016,147033.0,1.0,22802.0,40.84,10776.0,8.6,1826.0,628.0,16.5,45.3,4.7,472.9,192.3,1812.0,15.4,26513.4,23.3,17.3,46684.88
Керчь,2017,148932.0,1.0,24728.0,40.91,10776.0,8.2,1444.0,725.0,14.5,45.4,4.7,521.7,177.9,1957.0,15.9,28753.9,22.7,17.3,48347.78
Керчь,2018,150000.0,1.0,27345.0,41.05,10776.0,7.7,1444.0,725.0,14.5,45.3,4.7,322.7,210.6,1483.0,16.6,31796.7,23.4,17.3,65601.5
Керчь,2019,151000.0,1.0,29113.0,41.2,10776.0,6.8,1444.0,725.0,14.4,44.7,4.9,317.2,201.1,1671.0,17.5,33852.3,23.3,17.4,61804.42
Керчь,2020,152000.0,1.0,32621.0,41.37,10776.0,6.8,1444.0,725.0,14.4,44.7,4.9,289.1,170.8,2084.0,18.32,33852.3,23.3,17.5,73472.33
Керчь,2021,152500.0,1.0,35866.0,41.53,10776.0,6.8,1444.0,725.0,14.4,44.7,4.9,271.6,166.1,710.0,19.19,33852.3,23.3,16.5,97916.45
Керчь,2022,153000.0,1.0,39433.0,41.57,10776.0,6.8,1444.0,725.0,14.4,44.7,4.9,306.9,164.6,-169.0,19.87,33852.3,23.3,14.2,117281.08
Кингисепп,2015,47626.0,1.0,37615.0,41.47,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,473.4,207.1,81.0,23.6,40126.3,84.1,8.7,57397.54
Кингисепп,2016,47046.0,1.0,37615.0,41.62,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,497.7,168.5,81.0,24.0,40126.3,84.1,8.7,51280.33
Кингисепп,2017,46749.0,1.0,37615.0,41.7,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,208.7,197.8,81.0,24.9,40126.3,84.1,8.7,48347.78
Кингисепп,2018,46400.0,1.0,37615.0,41.75,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,395.5,162.6,81.0,26.4,40126.3,84.1,8.7,76421.27
Кингисепп,2019,46100.0,1.0,37615.0,41.76,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,591.7,169.8,81.0,25.6,40126.3,84.1,9.1,60899.33
Кингисепп,2020,45800.0,1.0,37615.0,41.86,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,174.2,198.6,81.0,29.46,40126.3,84.1,9.1,97198.65
Кингисепп,2021,45500.0,1.0,37615.0,41.94,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,366.6,213.3,81.0,29.31,40126.3,84.1,8.3,142310.53
Кингисепп,2022,45200.0,1.0,37615.0,41.94,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,507.8,204.2,81.0,29.48,40126.3,84.1,7.0,161702.34
Кириши,2015,53874.0,1.0,37615.0,41.47,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,282.2,213.6,81.0,23.6,40126.3,84.1,8.7,57397.54
Кириши,2016,53479.0,1.0,37615.0,41.62,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,436.7,206.9,81.0,24.0,40126.3,84.1,8.7,51280.33
Кириши,2017,53147.0,1.0,37615.0,41.7,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,216.0,166.1,81.0,24.9,40126.3,84.1,8.7,38700.27
Кириши,2018,52800.0,1.0,37615.0,41.75,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,322.3,194.2,81.0,26.4,40126.3,84.1,8.7,76421.27
Кириши,2019,52400.0,1.0,37615.0,41.76,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,567.8,164.2,81.0,25.6,40126.3,84.1,9.1,60899.33
Кириши,2020,52000.0,1.0,37615.0,41.86,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,273.4,189.4,81.0,29.46,40126.3,84.1,9.1,97198.65
Кириши,2021,51500.0,1.0,37615.0,41.94,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,404.4,211.1,81.0,29.31,40126.3,84.1,8.3,142310.53
Кириши,2022,51000.0,1.0,37615.0,41.94,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,554.6,170.6,81.0,29.48,40126.3,84.1,7.0,161702.34
Киров,2015,496986.0,1.0,24876.0,41.18,9646.0,14.0,11982.0,3908.0,12.2,152.0,28.4,504.5,193.3,2716.0,24.5,28925.7,144.2,14.5,42700.91
Киров,2016,496986.0,1.0,26535.0,41.26,9943.0,13.9,9694.0,3953.0,11.8,154.3,30.0,407.0,180.8,3439.0,25.1,30854.8,139.4,14.5,34969.04
Киров,2017,501468.0,1.0,28139.0,41.35,9943.0,11.8,9597.0,3734.0,11.2,156.1,30.8,439.7,180.7,5393.0,25.8,32720.3,136.3,14.5,38700.27
Киров,2018,507155.0,1.0,30499.0,41.5,10286.0,11.1,9597.0,3734.0,11.7,157.2,30.6,447.8,187.6,6071.0,26.4,35464.4,136.6,14.5,41603.05
Киров,2019,512954.0,1.0,32538.0,41.69,10590.0,9.8,9597.0,3734.0,11.4,157.0,32.4,486.3,188.0,6202.0,27.0,37835.4,134.6,13.8,39227.85
Киров,2020,518348.0,1.0,34772.0,41.93,11054.0,9.8,9597.0,3734.0,11.4,157.0,32.4,477.0,234.9,5197.0,27.66,37835.4,134.6,13.2,49367.92
Киров,2021,521091.0,2.0,37205.0,42.08,11054.0,9.8,9597.0,3734.0,11.4,157.0,32.4,437.1,192.1,6141.0,28.44,37835.4,134.6,12.4,74208.62
Киров,2022,523543.0,3.0,39808.0,42.16,11054.0,9.8,9597.0,3734.0,11.4,157.0,32.4,459.2,187.9,4324.0,28.85,37835.4,134.6,10.6,82405.56
Кирово-Чепецк,2015,77570.0,1.0,37615.0,41.18,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,427.7,184.9,81.0,24.5,40126.3,84.1,14.5,42700.91
Кирово-Чепецк,2016,77021.0,1.0,37615.0,41.26,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,267.2,189.2,81.0,25.1,40126.3,84.1,14.5,34969.04
Кирово-Чепецк,2017,76650.0,1.0,37615.0,41.35,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,203.4,173.0,81.0,25.8,40126.3,84.1,14.5,38286.045
Кирово-Чепецк,2018,76100.0,1.0,37615.0,41.5,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,588.4,197.7,81.0,26.4,40126.3,84.1,14.5,41603.05
Кирово-Чепецк,2019,75500.0,1.0,37615.0,41.69,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,595.2,177.6,81.0,27.0,40126.3,84.1,13.8,39227.85
Кирово-Чепецк,2020,75000.0,1.0,37615.0,41.93,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,445.9,197.1,81.0,27.66,40126.3,84.1,13.2,49367.92
Кирово-Чепецк,2021,74500.0,1.0,37615.0,42.08,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,360.0,194.5,81.0,28.44,40126.3,84.1,12.4,74208.62
Кирово-Чепецк,2022,74000.0,1.0,37615.0,42.16,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,554.9,184.0,81.0,28.85,40126.3,84.1,10.6,82405.56
Кировск,2015,26738.0,1.0,37615.0,38.25,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,204.3,177.5,81.0,26.2,40126.3,84.1,9.4,33123.2
Кировск,2016,26439.0,1.0,37615.0,38.36,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,233.1,176.4,81.0,26.3,40126.3,84.1,9.4,33123.2
Кировск,2017,26128.0,1.0,37615.0,38.49,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,481.9,187.1,81.0,26.7,40126.3,84.1,9.4,33123.2
Кировск,2018,25800.0,1.0,37615.0,38.62,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,219.0,176.9,81.0,27.1,40126.3,84.1,9.4,33123.2
Кировск,2019,25500.0,1.0,37615.0,38.8,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,222.7,177.8,81.0,27.4,40126.3,84.1,9.9,33123.2
Кировск,2020,25200.0,1.0,37615.0,39.04,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,445.7,179.2,81.0,28.08,40126.3,84.1,9.4,33123.2
Кировск,2021,25000.0,1.0,37615.0,39.23,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,379.4,172.3,81.0,28.65,40126.3,84.1,8.6,33123.2
Кировск,2022,24700.0,1.0,37615.0,39.37,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,171.8,194.0,81.0,28.89,40126.3,84.1,7.0,33123.2
Кисловодск,2015,129993.0,1.0,22661.0,38.73,10776.0,10.3,1304.0,569.0,9.4,33.0,3.7,237.2,182.5,-112.0,24.9,26350.5,17.9,14.3,38231.24
Кисловодск,2016,129993.0,1.0,23921.0,38.88,10776.0,12.2,1169.0,588.0,9.8,33.1,3.9,298.6,179.0,-454.0,25.0,27815.0,17.1,14.3,32318.33
Кисловодск,2017,129993.0,1.0,24887.0,39.0,10776.0,11.1,1274.0,522.0,9.6,32.9,3.9,429.8,208.7,-463.0,25.2,28937.8,16.3,14.3,71741.62
Кисловодск,2018,129993.0,1.0,27194.0,39.21,10776.0,10.9,1274.0,522.0,9.9,33.0,3.9,310.2,206.7,-627.0,25.5,31620.5,17.0,14.3,35462.33
Кисловодск,2019,129993.0,1.0,28486.0,39.42,10776.0,9.8,1274.0,522.0,10.3,32.6,4.0,232.3,169.0,-254.0,25.3,33123.7,16.8,14.5,32375.1
Кисловодск,2020,129993.0,1.0,30210.0,39.63,10776.0,9.8,1274.0,522.0,10.3,32.6,4.0,383.6,193.2,-489.0,26.06,33123.7,16.8,14.3,41030.02
Кисловодск,2021,129993.0,1.0,32032.0,39.83,10776.0,9.8,1274.0,522.0,10.3,32.6,4.0,301.0,200.9,-152.0,26.45,33123.7,16.8,13.5,51178.88
Кисловодск,2022,129993.0,1.0,33964.0,39.96,10776.0,9.8,1274.0,522.0,10.3,32.6,4.0,308.8,191.2,-195.0,27.13,33123.7,16.8,11.2,85338.91
Клин,2015,81230.0,1.0,37615.0,40.17,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,487.1,210.7,81.0,32.0,40126.3,84.1,7.9,81716.3
Клин,2016,80500.0,1.0,37615.0,40.15,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,315.8,206.1,81.0,32.6,40126.3,84.1,7.9,73587.55
Клин,2017,79934.0,1.0,37615.0,40.06,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,314.3,168.2,81.0,30.3,40126.3,84.1,7.9,78395.95000000001
Клин,2018,79500.0,1.0,37615.0,40.07,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,438.2,194.0,81.0,33.0,40126.3,84.1,7.9,83204.35
Клин,2019,79100.0,1.0,37615.0,40.08,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,468.3,175.2,81.0,35.0,40126.3,84.1,7.9,82905.31
Клин,2020,78700.0,1.0,37615.0,40.18,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,358.7,212.0,81.0,38.46,40126.3,84.1,7.4,119110.28
Клин,2021,78200.0,2.0,37615.0,40.24,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,522.5,171.8,81.0,39.4,40126.3,84.1,6.6,149176.23
Клин,2022,77700.0,1.0,37615.0,40.25,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,313.7,192.7,81.0,39.78,40126.3,84.1,6.0,167334.69
Кола,2015,10034.0,1.0,37615.0,38.25,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,508.1,166.6,81.0,26.2,40126.3,84.1,9.4,71741.62
Кола,2016,9828.0,1.0,37615.0,38.36,10776.0,10.8,4785.5,1966.5,11.9,93.85,18.9,342.5,207.6,81.0,26.3,40126.3,84.1,9.4,71741.62
